Query,Qty,Manufacturer,MPN,Octopart URL,Part Description,Description,Schematic Reference,Internal Part Number,Lifecycle,Lead Time,RoHS,Total Qty (@ Batch Size: 1),SKU,SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),In Stock,In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,URL,Distributor [Lowest Price (Selected)],SKU [Lowest Price (Selected)],Packaging [Lowest Price (Selected)],Unit Price (@ Batch Size: 1) [Lowest Price (Selected)],Line Total [Lowest Price (Selected)],Batch Total [Lowest Price (Selected)],In Stock [Lowest Price (Selected)],MOQ [Lowest Price (Selected)],URL [Lowest Price (Selected)],Notes
SBH11-PBPC-D08-RA-BK,3,Sullins,SBH11-PBPC-D08-RA-BK,https://octopart.com/sbh11-pbpc-d08-ra-bk-sullins-19121459,16 Position Total Dual Row 2.54 mm Pitch Right Angle Male Shrouded Box Header,,"J1,J8,J9",,,11w,Compliant,3,S9179-ND,,,,,Tray,,,,,0.73,,,,,3448,,,,,1,,,,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=19121459&sid=459&sig=06e3ac5&vpid=33973875,,,,,Digi-Key,S9179-ND,Tray,0.73,2.19,2.19,3448,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=19121459&sid=459&sig=06e3ac5&vpid=33973875,
SS-90000-001,2,Stewart Connector,SS-90000-001,https://octopart.com/ss-90000-001-stewart+connector-119108744,Right-angle Dual Port D-Sub Connector,,"J2,J6",,,14w,,2,380-SS-90000-001-ND,,53AJ8404,,,Tray,,,,,0.74,,0.259,,,1901,,2580,,,1,,1,,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=119108744&sid=459&sig=0748c93&vpid=722715695,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=119108744&sid=2402&sig=01888e1&vpid=724806520,,,Newark,53AJ8404,,0.259,0.518,0.518,2580,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=119108744&sid=2402&sig=01888e1&vpid=724806520,
794120-1,1,TE Connectivity,794120-1,https://octopart.com/794120-1-te+connectivity-39534315,Conn Power HDR 2 POS 5.08mm Solder RA Thru-Hole 2 Terminal 1 Port Automotive Bag,,J3,,Production (Last Updated: 1 week ago),22w,Compliant,1,A25753-ND,571-7941201,13M4085,794120-1,0520349P,Bulk,Bulk,,Bulk,,3.1,2.95,2.14,,,3326,225,0,83,0,1,1,1,100,10,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39534315&sid=459&sig=072132b&vpid=198762547,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39534315&sid=2401&sig=0965569&vpid=120109093,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39534315&sid=2402&sig=0e29ac3&vpid=254401380,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39534315&sid=2429&sig=02f2b05&vpid=735864016,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39534315&sid=10022&sig=01ca635&vpid=662758487,Newark,13M4085,,2.14,2.14,2.14,0,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39534315&sid=2402&sig=0e29ac3&vpid=254401380,
M20-8750342,1,Harwin,M20-8750342,https://octopart.com/m20-8750342-harwin-76713899,"Connector, Header, 6Pos, 2.54Mm, 2Row Rohs Compliant: Yes",,"J4
",,,14w,Non-Compliant,1,952-3157-ND,855-M20-8750342,29AH6764,,,Tube,Tube,,,,0.48,0.47,,,,1719,776,40,,,1,1,10,,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76713899&sid=459&sig=0f3c98d&vpid=277482621,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76713899&sid=2401&sig=0a832dd&vpid=277665424,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76713899&sid=2402&sig=0d52ae4&vpid=611274548,,,Mouser,855-M20-8750342,Tube,0.47,0.47,0.47,776,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76713899&sid=2401&sig=0a832dd&vpid=277665424,
M20-8890645,1,Harwin,M20-8890645,https://octopart.com/m20-8890645-harwin-76912500,"Connector, Header, 6Pos, 2.54Mm, 1Row Rohs Compliant: Yes",,J5,,,14w,Non-Compliant,1,952-3235-ND,855-M20-8890645,29AH6781,,,Tube,Tube,,,,0.83,0.8,,,,3796,730,140,,,1,1,10,,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912500&sid=459&sig=0a1ee7e&vpid=278066743,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912500&sid=2401&sig=0b5f8a1&vpid=447146748,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912500&sid=2402&sig=08782bf&vpid=665447553,,,Mouser,855-M20-8890645,Tube,0.8,0.8,0.8,730,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912500&sid=2401&sig=0b5f8a1&vpid=447146748,
M20-8890445,1,Harwin,M20-8890445,https://octopart.com/m20-8890445-harwin-76912496,4 Pos. Male SIL Horizontal SMT Conn RoHS Compliant: Yes,,J7,,,14w,Non-Compliant,1,952-3233-ND,855-M20-8890445,52AC5016,,,Tube,Tube,,,,0.61,0.59,,,,4076,805,0,,,1,1,1254,,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912496&sid=459&sig=0e2b802&vpid=278066739,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912496&sid=2401&sig=0258401&vpid=419389502,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=76912496&sid=2402&sig=0eb1e09&vpid=537779887,,,Mouser,855-M20-8890445,Tube,0.59,0.59,0.59,805,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=76912496&sid=2401&sig=0258401&vpid=419389502,
744770133,1,Würth Elektronik,744770133,https://octopart.com/744770133-w%C3%BCrth+elektronik-22866874,Power Choke Shielded Wirewound 33uH 20% 1KHz Ferrite 3.2A 64mOhm DCR T/R,,L1,,,26w,Compliant,1,732-1229-1-ND,710-744770133,88T7068,,7444876P,Cut Tape,Tape & Reel,,,,2.33,2.33,2.33,,2.46,146,152,5681,,0,1,1,1,,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=22866874&sid=459&sig=04386c7&vpid=33976567,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=22866874&sid=2401&sig=0475171&vpid=37876672,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=22866874&sid=2402&sig=051d3f9&vpid=49998547,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=22866874&sid=10022&sig=0838697&vpid=660762478,Digi-Key,732-1229-1-ND,Cut Tape,2.33,2.33,2.33,146,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=22866874&sid=459&sig=04386c7&vpid=33976567,
AO3400A,24,Alpha & Omega Semiconductor,AO3400A,https://octopart.com/ao3400a-alpha+%26+omega+semiconductor-10533924,Trans MOSFET N-CH 30V 5.7A 3-Pin SOT-23,,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24",,NRND (Last Updated: 2 years ago),42w,Compliant,24,785-1000-1-ND,,,,,Cut Tape,,,,,0.362,,,,,2,,,,,1,,,,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=10533924&sid=459&sig=0f36b1c&vpid=34206144,,,,,Digi-Key,785-1000-1-ND,Cut Tape,0.362,8.687999999999999,8.687999999999999,2,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=10533924&sid=459&sig=0f36b1c&vpid=34206144,
CR0603-FX-1002ELF,1,Bourns,CR0603-FX-1002ELF,https://octopart.com/cr0603-fx-1002elf-bourns-2326648,Res Thick Film 0603 10K Ohm 1% 1/10W ±100ppm/°C Molded SMD SMD Paper Tape on Plastic Reel,,R1,,,20w,Compliant,1,CR0603-FX-1002ELFCT-ND,652-CR0603FX-1002ELF,02J1982,CR0603-FX-1002ELF,7408805,Cut Tape,Tape & Reel,,Bulk,,0.1,0.1,0.1,,,0,1264959,1796,125282,7700,1,1,1,5000,50,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=2326648&sid=459&sig=032e4f0&vpid=54325019,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=2326648&sid=2401&sig=06c0dac&vpid=37711053,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=2326648&sid=2402&sig=0468cd9&vpid=3177340,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=2326648&sid=2429&sig=06d0793&vpid=92278495,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=2326648&sid=10022&sig=0a67ce3&vpid=575452186,Digi-Key,CR0603-FX-1002ELFCT-ND,Cut Tape,0.1,0.1,0.1,0,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=2326648&sid=459&sig=032e4f0&vpid=54325019,
MCT06030C1001FP500,9,Vishay,MCT06030C1001FP500,https://octopart.com/mct06030c1001fp500-vishay-46566501,Res Thin Film 0603 1K Ohm 1% 1/10W ±50ppm/°C Molded SMD SMD Paper T/R,,"R2,R3,R4,R6,R7,R8,R9,R10,R11",,,52w,Compliant,9,MCT0603-1.00K-CFCT-ND,594-MCT06030C1001FP5,65AC3533,,1885949,Cut Tape,Tape & Reel,,,,0.15,0.15,0.163,,,6165,10205,8827,,0,1,1,1,,100,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=46566501&sid=459&sig=0c405b8&vpid=657632717,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=46566501&sid=2401&sig=07ecab4&vpid=165603564,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=46566501&sid=2402&sig=04d4701&vpid=494774109,,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=46566501&sid=10022&sig=081b534&vpid=580054249,Digi-Key,MCT0603-1.00K-CFCT-ND,Cut Tape,0.15,1.3499999999999999,1.3499999999999999,6165,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=46566501&sid=459&sig=0c405b8&vpid=657632717,
CRGCQ0603F120R,1,TE Connectivity,CRGCQ0603F120R,https://octopart.com/crgcq0603f120r-te+connectivity-91018039,Res Thick Film 0603 120 Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD Automotive T/R,,R5,,Production (Last Updated: 1 week ago),21w,Non-Compliant,1,A129677CT-ND,279-CRGCQ0603F120R,73AC9054,CRGCQ0603F120R,,Cut Tape,Tape & Reel,,Bulk,,0.1,0.16,0.004,,,2224,2025,7580,0,,1,1,1,5000,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=91018039&sid=459&sig=06a2d35&vpid=475508349,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=91018039&sid=2401&sig=0c470ff&vpid=478300889,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=91018039&sid=2402&sig=0224f63&vpid=508795494,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=91018039&sid=2429&sig=0044600&vpid=736386402,,Newark,73AC9054,,0.004,0.004,0.004,7580,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=91018039&sid=2402&sig=0224f63&vpid=508795494,
CAY16-103J4LF,12,Bourns,CAY16-103J4LF,https://octopart.com/cay16-103j4lf-bourns-152968,Res Thick Film Array 10K Ohm 5% 0.25W(1/4W) ±200ppm/C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R,,"RN1,RN2,RN3,RN4,RN5,RN6,RN7,RN8,RN9,RN10,RN11,RN12",,,18w,Compliant,12,CAY16-103J4LFCT-ND,652-CAY16-103J4LF,41R4421,CAY16-103J4LF,5225585,Cut Tape,Tape & Reel,,Bulk,,0.065,0.067,0.105,,,2022,1303946,35740,95000,3500,1,1,10,5000,50,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=152968&sid=459&sig=02f4f35&vpid=50630140,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=152968&sid=2401&sig=0cd22f2&vpid=37748884,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=152968&sid=2402&sig=03c95bb&vpid=462273179,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=152968&sid=2429&sig=038684b&vpid=92278303,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=152968&sid=10022&sig=02e8748&vpid=575451862,Digi-Key,CAY16-103J4LFCT-ND,Cut Tape,0.065,0.78,0.78,2022,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=152968&sid=459&sig=02f4f35&vpid=50630140,
EVQ-PE104K,1,Panasonic,EVQ-PE104K,https://octopart.com/evq-pe104k-panasonic-39801593,Switch Tactile ON OFF SPST Rectangular Button J-Bend 0.05A 12VDC 1N SMD Embossed Tape,,SW1,,,8w,Compliant,1,P13593SCT-ND,667-EVQ-PE104K,83T2745,EVQ-PE104K,1250220,Cut Tape,Tape & Reel,,Bulk,,0.61,0.55,0.596,,,42,4130,2966,1750,0,1,1,1,625,10,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39801593&sid=459&sig=0ea3b54&vpid=114964596,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39801593&sid=2401&sig=0b05ad3&vpid=114999552,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39801593&sid=2402&sig=0ac9630&vpid=115396811,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39801593&sid=2429&sig=0886a53&vpid=733635770,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=39801593&sid=10022&sig=0f0a3e9&vpid=575696429,Mouser,667-EVQ-PE104K,Tape & Reel,0.55,0.55,0.55,4130,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=39801593&sid=2401&sig=0b05ad3&vpid=114999552,
DS04-254-2-05BK-SMT,1,CUI Devices,DS04-254-2-05BK-SMT,https://octopart.com/ds04-254-2-05bk-smt-cui+devices-106794064,"1 ~ 12 Positions, Surface Mount, 2.54 mm Pitch, Slide Actuator, DIP Switch",,SW2,,Production (Last Updated: 2 years ago),8w,,1,2223-DS04-254-2-05BK-SMT-ND,490-DS04254205BK-SMT,,DS04-254-2-05BK-SMT,,Tube,,,Bulk,,0.77,0.76,,,,894,32,,0,,1,1,,33,,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=106794064&sid=459&sig=06b3f94&vpid=612419256,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=106794064&sid=2401&sig=07e592d&vpid=598491759,,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=106794064&sid=2429&sig=07744de&vpid=730221313,,Mouser,490-DS04254205BK-SMT,,0.76,0.76,0.76,32,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=106794064&sid=2401&sig=07e592d&vpid=598491759,
ATMEGA168PV-10AN,1,Microchip,ATMEGA168PV-10AN,https://octopart.com/atmega168pv-10an-microchip-77759996,"ATMEGA168PV-10AN - IC, 8 Bit Mcu, AVR Mega, 10MHZ, 32-TQFP",,U1,,Production (Last Updated: 1 year ago),52w,Compliant,1,ATMEGA168PV-10AN-ND,556-ATMEGA168PV-10AN,68T2729,ATMEGA168PV-10AN,,Tray,Tray,,Bulk,,,3.92,,,,0,0,0,0,,250,1,250,63,,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=77759996&sid=459&sig=099ea54&vpid=408716479,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=77759996&sid=2401&sig=0c595a5&vpid=408978481,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=77759996&sid=2402&sig=0f293cf&vpid=518552614,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=77759996&sid=2429&sig=080b31c&vpid=733127936,,Mouser,556-ATMEGA168PV-10AN,Tray,3.92,3.92,3.92,0,1,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=77759996&sid=2401&sig=0c595a5&vpid=408978481,
TLC5971PWP,2,Texas Instruments,TLC5971PWP,https://octopart.com/tlc5971pwp-texas+instruments-20025591,"12-channel, 16-bit ES-PWM RGB LED driver with 3.3V Linear Regulator 20-HTSSOP -40 to 85",,"U2,U6",,Production (Last Updated: 2 weeks ago),,Compliant,2,TLC5971PWP-ND,595-TLC5971PWP,,,,Bulk,Tube,,,,,3.92,,,,0,210,,,,210,1,,,,https://octopart.com/click/track?ai4=706&c=1&country=US&ct=offers&ppid=20025591&sid=459&sig=05b16d3&vpid=39294429,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=20025591&sid=2401&sig=04bbfa2&vpid=55010175,,,,Mouser,595-TLC5971PWP,Tube,3.92,7.84,7.84,210,1,https://octopart.com/click/track?ai4=706&country=US&ct=offers&ppid=20025591&sid=2401&sig=04bbfa2&vpid=55010175,
